,name,genres,year,page_count,purchase_link,price,avg_rating,num_ratings,maturity_rating,language,description,image,authors,,,,,
998,Emerald City and Other Stories,{'Fiction'},2012-01-19,176,,,,,NOT_MATURE,en,"These eleven masterful stories - the first collection from acclaimed author Jennifer Egan - deal with loneliness and longing, regret and desire. Egan's characters, models and housewives, bankers and schoolgirls, are united by their search for something outside their own realm of experience. They set out from locations as exotic as China and Bora Bora, as cosmopolitan as downtown Manhattan, or as familiar as suburban Illinois to seek their own transformations. Elegant and poignant, the stories in Emerald City are seamless evocations of self-discovery.",http://books.google.com/books/content?id=7VWeBAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Jennifer Egan'},,,,,
999,The Namesake,{'Alienation (Social psychology)'},2007-03,291,,,3.5,160,NOT_MATURE,en,"Gogol is named after his father's favourite author. But growing up in an Indian family in suburban America, the boy starts to hate his name and itches to cast it off, along with the inherited values it represents. Gogol sets off on his own path only to discover that the search for identity depends on much more than a name.",http://books.google.com/books/content?id=yDVpPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Jhumpa Lahiri'},,,,,
1000,In Other Words,{'Biography & Autobiography'},2016-02-09,256,https://play.google.com/store/books/details?id=ABcrCQAAQBAJ&rdid=book-ABcrCQAAQBAJ&rdot=1&source=gbs_api,12.99,,,NOT_MATURE,en,"National Best Seller From the best-selling author and Pulitzer Prize winner, a powerful nonfiction debut—an “honest, engaging, and very moving account of a writer searching for herself in words.” —Kirkus Reviews (starred) In Other Words is a revelation. It is at heart a love story—of a long and sometimes difficult courtship, and a passion that verges on obsession: that of a writer for another language. For Jhumpa Lahiri, that love was for Italian, which first captivated and capsized her during a trip to Florence after college. Although Lahiri studied Italian for many years afterward, true mastery always eluded her. Seeking full immersion, she decides to move to Rome with her family, for “a trial by fire, a sort of baptism” into a new language and world. There, she begins to read, and to write—initially in her journal—solely in Italian. In Other Words, an autobiographical work written in Italian, investigates the process of learning to express oneself in another language, and describes the journey of a writer seeking a new voice. Presented in a dual-language format, this is a wholly original book about exile, linguistic and otherwise, written with an intensity and clarity not seen since Vladimir Nabokov: a startling act of self-reflection and a provocative exploration of belonging and reinvention.",http://books.google.com/books/content?id=ABcrCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Jhumpa Lahiri'},,,,,
1001,The Lowland,{'Fiction'},2013-09-08,352,,,4,104,NOT_MATURE,en,"SHORTLISTED FOR THE MAN BOOKER PRIZE 2013 SHORTLISTED FOR THE BAILEYS WOMEN'S PRIZE FOR FICTION 2014 SHORTLISTED FOR THE NATIONAL BOOK AWARD 2013 From Subhash's earliest memories, at every point, his brother was there. In the suburban streets of Calcutta where they wandered before dusk and in the hyacinth-strewn ponds where they played for hours on end, Udayan was always in his older brother's sight. So close in age, they were inseparable in childhood and yet, as the years pass ? as U.S tanks roll into Vietnam and riots sweep across India ? their brotherly bond can do nothing to forestall the tragedy that will upend their lives. Udayan ? charismatic and impulsive ? finds himself drawn to the Naxalite movement, a rebellion waged to eradicate inequity and poverty. He will give everything, risk all, for what he believes, and in doing so will transform the futures of those dearest to him.",http://books.google.com/books/content?id=PY8lAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Jhumpa Lahiri'},,,,,
1002,The Clothing of Books,{'Biography & Autobiography'},2016-11-15,80,https://play.google.com/store/books/details?id=juGdDAAAQBAJ&rdid=book-juGdDAAAQBAJ&rdot=1&source=gbs_api,6.99,3.5,5,NOT_MATURE,en,"How do you clothe a book? In this deeply personal reflection, Pulitzer Prize–winning author Jhumpa Lahiri explores the art of the book jacket from the perspectives of both reader and writer. Probing the complex relationships between text and image, author and designer, and art and commerce, Lahiri delves into the role of the uniform; explains what book jackets and design have come to mean to her; and how, sometimes, “the covers become a part of me.”",http://books.google.com/books/content?id=juGdDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Jhumpa Lahiri'},,,,,
1003,"Michael Scott, 1905-1989",{'Architects'},1993,31,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=p-hPAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Michael Scott'},,,,,
1004,The Magician's Land,{'FICTION'},2014,401,,,4,41,NOT_MATURE,en,"Visiting his magical college after being cast out of the secret land of Fillory, Quentin Coldwater, accompanied by brilliant undergraduate Plum, encounters desperate practitioners of gray magic before discovering a sorcery masterwork that could dissolve the boundaries between Fillory and Earth.",http://books.google.com/books/content?id=FQwJDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Lev Grossman'},,,,,
1005,The Magicians,{'Fiction'},2009-08-11,416,https://play.google.com/store/books/details?id=d84AspgFjSwC&rdid=book-d84AspgFjSwC&rdot=1&source=gbs_api,12.99,3,369,NOT_MATURE,en,"The New York Times bestselling novel about a young man practicing magic in the real world, now an original series on SYFY “The Magicians is to Harry Potter as a shot of Irish whiskey is to a glass of weak tea. . . . Hogwarts was never like this.” —George R.R. Martin “Sad, hilarious, beautiful, and essential to anyone who cares about modern fantasy.” —Joe Hill “A very knowing and wonderful take on the wizard school genre.” —John Green “The Magicians may just be the most subversive, gripping and enchanting fantasy novel I’ve read this century.” —Cory Doctorow “This gripping novel draws on the conventions of contemporary and classic fantasy novels in order to upend them . . . an unexpectedly moving coming-of-age story.” —The New Yorker “The best urban fantasy in years.” —A.V. Club Quentin Coldwater is brilliant but miserable. A high school math genius, he’s secretly fascinated with a series of children’s fantasy novels set in a magical land called Fillory, and real life is disappointing by comparison. When Quentin is unexpectedly admitted to an elite, secret college of magic, it looks like his wildest dreams have come true. But his newfound powers lead him down a rabbit hole of hedonism and disillusionment, and ultimately to the dark secret behind the story of Fillory. The land of his childhood fantasies turns out to be much darker and more dangerous than he ever could have imagined. . . . The prequel to the New York Times bestselling book The Magician King and the #1 bestseller The Magician's Land, The Magicians is one of the most daring and inventive works of literary fantasy in years. No one who has escaped into the worlds of Narnia and Harry Potter should miss this breathtaking return to the landscape of the imagination.",http://books.google.com/books/content?id=d84AspgFjSwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Lev Grossman'},,,,,
1006,The Silver Arrow,{'Juvenile Fiction'},2020-09-01,272,https://play.google.com/store/books/details?id=1irIDwAAQBAJ&rdid=book-1irIDwAAQBAJ&rdot=1&source=gbs_api,9.99,4,4,NOT_MATURE,en,"From the #1 New York Times bestselling author of The Magicians comes a must-read, wholly original middle-grade debut perfect for fans of The Chronicles of Narnia and Roald Dahl. Dear Uncle Herbert, You've never met me, but I'm your niece Kate, and since it is my birthday tomorrow and you are super-rich could you please send me a present? Kate and her younger brother Tom lead dull, uninteresting lives. And if their dull, uninteresting parents are anything to go by, they don't have much to look forward to. Why can't Kate have thrilling adventures and save the world the way people do in books? Even her 11th birthday is shaping up to be mundane -- that is, until her mysterious and highly irresponsible Uncle Herbert, whom she's never even met before, surprises her with the most unexpected, exhilarating, inappropriate birthday present of all time: a colossal steam locomotive called the Silver Arrow. Kate and Tom's parents want to send it right back where it came from. But Kate and Tom have other ideas -- and so does the Silver Arrow -- and soon they're off to distant lands along magical rail lines in the company of an assortment of exotic animals who, it turns out, can talk. With only curiosity, excitement, their own resourcefulness and the thrill of the unknown to guide them, Kate and Tom are on the adventure of a lifetime . . . and who knows? They just might end up saving the world after all. This thrilling fantasy adventure will not only entertain young readers but inspire them to see the beautiful, exciting, and precious world around them with new eyes.",http://books.google.com/books/content?id=1irIDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Lev Grossman'},,,,,
1007,The Magician King,{'Fiction'},2011-08-09,416,https://play.google.com/store/books/details?id=Irwq1-bBnd4C&rdid=book-Irwq1-bBnd4C&rdot=1&source=gbs_api,11.99,3.5,113,NOT_MATURE,en,"Return to Fillory in the riveting sequel to the New York Times bestseller and literary phenomenon, The Magicians, now an original series on SYFY, from the author of the #1 bestselling The Magician’s Land. Quentin Coldwater should be happy. He escaped a miserable Brooklyn childhood, matriculated at a secret college for magic, and graduated to discover that Fillory—a fictional utopia—was actually real. But even as a Fillorian king, Quentin finds little peace. His old restlessness returns, and he longs for the thrills a heroic quest can bring. Accompanied by his oldest friend, Julia, Quentin sets off—only to somehow wind up back in the real world and not in Fillory, as they’d hoped. As the pair struggle to find their way back to their lost kingdom, Quentin is forced to rely on Julia’s illicitly learned sorcery as they face a sinister threat in a world very far from the beloved fantasy novels of their youth.",http://books.google.com/books/content?id=Irwq1-bBnd4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Lev Grossman'},,,,,
