,first_name,last_name,on_tour,bestsellers,spotlight,image
495,Jon,Meacham,False,True,"<b>Jon Meacham&#160;</b>is a Pulitzer Prize&ndash;winning biographer. The author of the&#160;<i>New York Times</i>&#160;bestsellers&#160;<i>Thomas Jefferson: The Art of Power, American Lion: Andrew Jackson in the White House, Franklin and Winston,</i>&#160;<i>Destiny and Power: The American Odyssey of George Herbert Walker Bush,&#160;</i>and&#160;<i>The Soul of America: The Battle for Our Better Angels,&#160;</i>he is a distinguished visiting professor at Vanderbilt University, a contributing writer for&#160;<i>The New York Times Book Review,&#160;</i>and a fellow of the Society of American Historians. Meacham lives in Nashville and in Sewanee with his wife and children.",https://images.randomhouse.com/author/20189
496,Kirby,Larson,False,True,"<b>Kirby Larson </b>is an American writer of children&rsquo;s books. She is the author of the Oppenheim Platinum Award-winning <i>The Magic Kerchief,</i> as well as the Newbery Honor book <i>Hattie Big Sky</i>. She is retired from the faculty at the Whidbey Writers Workshop MFA program, and lives in Kenmore, Washington with her husband, Neil.",https://images.randomhouse.com/author/16771
497,Richard,Kluger,False,True,"<p><b>Richard Kluger</b> is the author of <i>Ashes to Ashes: America's Hundred-Year Cigarette War, the Public Health, and the Unabashed Triumph of Philip Morris</i>, which won the Pulitzer Prize. His <i>Simple Justice: The History of Brown v. Board of Education and Black America's Struggle for Equality</i> and <i>The Paper: The Life and Death of the New York Herald Tribune</i> both were finalists for the National Book Award. He is the author or coauthor of eight novels as well.</p>",https://images.randomhouse.com/author/15955
498,Jacqueline,Wilson,False,True,"<i>Jacqueline Wilson is a bestselling author in Britain, second only to J. K. Rowling.<br><br></i>Jacqueline Wilson is the author of award-winning books, including <b>The Suitcase Kid</b><i>, </i><b>The Lottie Project</b><i>, </i><b>Bad Girls</b><i>, </i><b>The Story of Tracy Beaker</b><i>, </i><b>Vicky Angel</b>, and <b>The Girls Quartet</b> and she has won the <i>Guardian</i> Children&#8217;s Fiction Award, the Smarties Prize, and the Children&#8217;s Book Award for <b>Double Act</b>, which was also highly commended for the Carnegie Medal.<br><br><br><b>ABOUT THE AUTHOR<br><br></b>Jacqueline Wilson was born in Bath, Somerset, in 1945, but spent most of her childhood in Kingston-on-Thames. She always wanted to be a writer and wrote her first &#8220;novel&#8221; when she was nine, filling countless Woolworths&#8217; composition books as she grew up. She started work at a publisher and then went on to work as a journalist for D.C. Thomson in Scotland after she had an article published in <i>Jackie</i> magazine. Since having her daughter, Emma, she has been writing full time.<br><br>Jacqueline&#8217;s biggest passion and/or worst vice is buying books. She has over 15,000 books crammed into every corner of her small house&#8212;and they&#8217;ve started to creep across the carpets. Her favorite holiday place is Hay-On-Wye, which has about twenty secondhand bookshops.<br><br>Jacqueline has written numerous books for young people including: <b>Bad Girls</b><i>, </i><b>Double Act</b><i>, </i><b>The Lottie Project</b><i>, </i><b>The Suitcase Kid</b><i>, </i><b>The Story of Tracy Beaker</b><i>, </i><b>The Bed and Breakfast Star</b><i>, </i><b>Cliffhanger</b><i>, </i><b>The Illustrated Mum</b> and a quartet for slightly older readers, which includes <b>Girls in Love</b> (an ALA Quick Pick), <b>Girls Under Pressure</b><i>,</i> <b>Girls Out Late</b>, and<i> </i><b>Girls in Tears</b>. She has also written a series of crime novels and several plays, which have been broadcast on the radio. <br><br>Jacqueline has received countless honors and has won several awards in England, including The Young Telegraph/Fully Booked Award for<b> The Bed and Breakfast Star</b>, the Smarties Prize, the Sheffield Children&#8217;s Book Award and the Children&#8217;s Book Award for <b>Double Act. The Illustrated Mum</b> was shortlisted for the Whitbread Children&#8217;s Book Awardand has won the Children&#8217;s Book of the Year at the British Book Awards and the <i>Guardian</i> Children&#8217;s Fiction Award. <b>Girls in Tears</b> received the W.H. Smith Children&#8217;s Book of the Year Award.<br><br><br><b>PRAISE<br><br></b>GIRLS IN LOVE<br>&#8220;Tender moments . . . and the funny narrative, filled with British colloquialisms, and clever exchanges . . . make this a breezy read.&#8221;<br>&#8212;<i>Publishers Weekly<br><br><br></i>BAD GIRLS <br>&#8220;Wilson proves that bad girls can make for a good story.&#8221;<br>&#8212;<i>Publishers Weekly<br><br><br></i>THE LOTTIE PROJECT<br>&#8220;Wilson creatively reshapes [heroine] Charlie&#8217;s own experiences to depict the plight of a girl living 100 years earlier, thus adding new dimension to Charlie&#8217;s perceptions while offering intriguing period particulars.&#8221;<br>&#8212;Starred,<i> Publishers Weekly</i> <br><br>&#8220;Charlie&#8217;s creative writing is a gentle endorsement for using one&#8217;s imagination to work through problems. Readers will empathize with many of the situations Charlie copes with.&#8221;<br>&#8212;<i>The Horn Book Magazine<br><br><br></i>THE STORY OF TRACY BEAKER<br>&#8220;Wilson again shapes a convincing and memorable heroine with a snappy, fresh voice.&#8221;<br>&#8212;<i>Publishers Weekly<br></i>",https://images.randomhouse.com/author/33397
499,Andy,Weir,True,True,"<b>Andy Weir</b> built a two-decade career as a software engineer until the success of his first published novel, <i>The Martian,</i> allowed him to live out his dream of writing full-time. He is a lifelong space nerd and a devoted hobbyist of such subjects as relativistic physics, orbital mechanics, and the history of manned spaceflight. He also mixes a mean cocktail. He lives in California.",https://images.randomhouse.com/author/184612
500,Joanne,Chen,False,False,"JOANNE CHEN is an editor and writer in New York City. Her work has appeared in <i>Fortune Small Business, Life, Vogue, Health, Food &amp; Wine</i>, and the <i>New York Times</i>. Visit her website at www.thetasteofsweet.com.",https://images.randomhouse.com/author/73412
501,Sharon,Hapton,False,False,"SHARON HAPTON is the founder of Soup Sisters. She was selected as one of&#160;<i>Chatelaine</i>&#160;and CityTV's Women of the Year 2011, and as a Woman of Vision 2011 by Global Television and the YWCA.",https://images.randomhouse.com/author/159646
502,,Dr. Seuss,False,False,"THEODOR SEUSS GEISEL&mdash;aka <b>Dr. Seuss</b>&mdash;is one of the most beloved children&rsquo;s book authors of all time. From&#160;<i>The Cat in the Hat</i>&#160;to&#160;<i>Oh, the Places You&rsquo;ll Go!</i>, his iconic characters, stories, and art style have had a lasting influence on generations of children and adults. The books he wrote and illustrated under the name Dr. Seuss (and others that he wrote but did not illustrate, including some under the pseudonyms Theo. LeSieg and Rosetta Stone) have been translated into forty-five languages. Hundreds of millions of copies have found their way into homes and hearts around the world. Dr. Seuss&rsquo;s long list of awards includes&#160;three Caldecott Honors,&#160;the Pulitzer Prize, and eight honorary doctorates. Works based on his original stories have won three Oscars, three Emmys, three Grammys, and a Peabody. To learn more about Dr. Seuss&mdash;and for fun games and activities&mdash;visit Seussville.com!",https://images.randomhouse.com/author/2000585
503,Yoko,Ogawa,False,False,"Yoko Ogawa has won every major Japanese literary award. Her fiction has appeared in&#160;<i>The New Yorker</i>,&#160;<i>A Public Space</i>, and&#160;<i>Zoetrope: All-Story</i>. Her works include&#160;<i>The Diving Pool</i>, a collection of three novellas;&#160;<i>The Housekeeper and the Professor</i>;&#160;<i>Hotel Iris</i>; and&#160;<i>Revenge</i>. She lives in Hyogo.",https://images.randomhouse.com/author/306675
504,Annette Curtis,Klause,False,False,"<b>Annette Curtis Klause</b> is head of children&rsquo;s services at the Aspen Hill Community Library in Maryland.&nbsp;Born in Bristol, England, she now lives in Hyattsville, Maryland, with her husband and their cats.&nbsp;When she was young, Annette&rsquo;s daddy sat her on his lap and told her the plots of the best old horror movies.&nbsp;This seems to have made a strong impression.&nbsp;Annette Curtis Klause holds a BA in English literature and an MLS from the University of Maryland, College Park, but when excited, she still has a tendency to howl.",https://images.randomhouse.com/author/48104
505,Dave,Eggers,False,False,"DAVE EGGERS is the author of twelve books, including&#160;<i>The Monk of Mokha; The Circle; Heroes of the Frontier; A Hologram for the King,&#160;</i>a finalist for the National Book Award; and&#160;<i>What Is the What,&#160;</i>a finalist for the National Book Critics Circle Award and winner of France's Prix M&eacute;dicis Etranger. He is the founder of McSweeney's and the cofounder of 826 Valencia, a youth writing center that has inspired similar programs around the world, and of ScholarMatch, which connects donors with students to make college accessible. He is the winner of the Dayton Literary Peace Prize and is the cofounder of Voice of Witness, a book series that illuminates human rights crises through oral history. He is a member of the American Academy of Arts and Letters. His work has been translated into forty-two languages.&#160;<br><br>Internationalcongressofyouthvoices.org<br>826national.org<br>scholarmatch.org<br>voiceofwitness.org<br>valentinoachakdeng.org<br>mcsweeneys.net<br>daveeggers.net",https://images.randomhouse.com/author/7857
506,Mark,Haddon,False,False,"<b>Mark Haddon</b> is the author of the bestselling novels&#160;<i>The Red House&#160;</i>and<i>&#160;A Spot of Bother.&#160;</i>His novel&#160;<i>The Curious Incident of the Dog in the Night-Time</i>&#160;won the Whitbread Book of the Year Award and the Los Angeles Times Book Prize for First Fiction and is the basis for the Tony Award&ndash;winning play. He is the author of a collection of poetry,<i>&#160;The Talking Horse and the Sad Girl and the Village Under the Sea</i>,&#160;has written and illustrated numerous children&rsquo;s books, and has won awards for both his radio dramas and his television screenplays. He teaches&#160;creative writing for the Arvon Foundation and lives in Oxford, England.",https://images.randomhouse.com/author/11481
507,Avery,Aames,False,False,"<b>Avery Aames</b>&#160;is the Agatha Award&ndash;winning author of the Cheese Shop Mysteries and, under the name Daryl Wood Gerber, the Cookbook Nook Mysteries. She loves to cook, enjoys a good wine, speaks a little French, and has even played a French woman on stage. And she adores cheese.",https://images.randomhouse.com/author/228525
508,David,Grann,False,False,"<p>DAVID GRANN is a staff writer at&#160;<i>The New Yorker</i>&#160;and the bestselling author of&#160;<i>The Devil and Sherlock Holmes</i>&#160;and&#160;<i>The Lost City of Z</i>,<i>&#160;</i>which has been translated into more than twenty languages. His stories have appeared in many anthologies of the best American writing, and he has written for&#160;<i>The New York Times Magazine</i>,&#160;<i>The&#160;Atlantic</i>,&#160;<i>The Washington Post</i>,&#160;<i>The</i>&#160;<i>Wall Street Journal</i>, and&#160;<i>The New Republic</i>.</p>",https://images.randomhouse.com/author/93506
